cgpa,internships,projects,workshops,aptitude_score,soft_skills,extracurricular,placement_training,ssc_marks,hsc_marks,status
7.6,1,1,1,73,3.7,No,No,55,63,Not Placed
8.2,1,3,2,87,4.7,Yes,Yes,73,78,Placed
8.5,1,3,2,90,4.8,Yes,Yes,79,87,Placed
7.9,2,3,2,83,4.7,Yes,No,77,80,Placed
7.9,2,1,1,85,4.2,Yes,Yes,79,70,Placed
6.8,1,1,1,85,3.9,Yes,No,71,62,Not Placed
7.6,1,1,3,65,4.0,Yes,Yes,55,69,Not Placed
7.3,1,1,0,68,4.4,No,No,57,61,Not Placed
6.9,1,2,1,81,4.3,No,Yes,59,68,Not Placed
8.3,2,2,1,88,4.6,Yes,Yes,80,81,Placed
8.3,1,3,0,84,4.7,Yes,Yes,77,86,Placed
7.5,0,3,0,65,4.3,Yes,Yes,79,84,Not Placed
8.2,2,3,2,90,4.8,Yes,Yes,79,88,Placed
7.8,0,3,0,74,4.1,No,Yes,68,67,Not Placed
7.7,0,2,1,81,3.8,Yes,Yes,82,65,Not Placed
6.6,1,1,0,72,4.2,No,No,55,61,Not Placed
8.0,2,3,2,90,4.8,Yes,Yes,90,86,Placed
8.4,2,3,2,90,4.4,Yes,Yes,83,81,Placed
8.2,2,3,2,90,4.8,Yes,Yes,85,81,Placed
7.5,0,2,1,87,4.1,Yes,Yes,68,68,Not Placed
8.3,0,3,0,87,4.4,Yes,Yes,71,66,Placed
8.0,2,3,2,89,4.8,Yes,No,86,83,Placed
6.5,1,2,0,86,3.9,No,No,55,67,Not Placed
7.4,1,2,1,83,4.2,Yes,Yes,59,74,Placed
6.5,1,1,0,74,4.2,No,Yes,57,71,Not Placed
6.7,1,2,0,63,3.7,No,No,55,62,Not Placed
8.8,1,3,2,90,4.8,Yes,Yes,85,81,Placed
8.2,2,3,2,90,4.8,Yes,Yes,88,80,Placed
7.3,1,3,3,90,4.7,Yes,Yes,90,82,Placed
8.6,2,3,2,83,4.8,Yes,No,55,67,Not Placed
7.8,1,3,1,84,4.5,Yes,Yes,56,88,Not Placed
8.6,1,3,2,84,4.8,Yes,Yes,73,86,Placed
8.5,1,3,2,80,4.8,Yes,Yes,84,87,Placed
8.1,2,3,2,90,4.8,Yes,Yes,86,87,Placed
7.7,1,3,1,79,4.4,Yes,Yes,70,84,Placed
8.5,1,0,0,81,4.1,No,No,57,71,Not Placed
7.5,2,2,0,80,4.8,Yes,Yes,77,72,Placed
8.1,0,1,1,81,4.5,Yes,Yes,60,78,Placed
7.5,1,2,2,75,4.3,No,Yes,76,85,Placed
8.8,2,3,2,88,4.7,Yes,Yes,73,82,Placed
8.3,2,3,3,83,4.6,Yes,No,78,85,Placed
7.5,1,2,0,68,3.8,Yes,Yes,55,69,Not Placed
8.2,1,2,0,79,4.8,No,Yes,56,66,Not Placed
6.5,1,1,1,74,4.0,No,No,87,67,Not Placed
7.6,0,1,1,62,3.9,No,No,65,58,Not Placed
6.5,1,1,0,78,4.1,Yes,Yes,75,84,Not Placed
8.6,2,3,2,90,4.8,Yes,No,82,87,Placed
7.8,0,1,1,60,4.1,No,No,55,68,Not Placed
6.6,1,1,1,60,3.9,No,No,61,73,Not Placed
8.5,1,2,2,86,4.6,Yes,Yes,73,75,Placed
7.3,1,1,0,76,4.2,No,Yes,55,66,Not Placed
8.6,2,3,2,90,4.8,Yes,Yes,84,87,Placed
7.6,1,1,1,74,4.3,Yes,Yes,61,60,Not Placed
8.2,2,3,2,90,4.8,Yes,Yes,79,86,Placed
7.5,0,2,1,70,4.4,Yes,Yes,55,73,Placed
8.8,1,2,2,85,4.8,Yes,Yes,68,87,Placed
7.9,1,3,1,71,4.6,Yes,Yes,57,68,Not Placed
8.2,0,1,0,69,4.8,No,Yes,80,66,Not Placed
8.3,2,3,2,82,4.7,Yes,Yes,79,82,Placed
6.9,1,1,1,73,3.6,No,No,71,57,Not Placed
7.3,1,1,1,79,4.8,Yes,No,83,78,Not Placed
7.6,1,1,1,62,3.4,No,No,60,62,Not Placed
7.4,0,1,0,71,4.4,No,No,57,66,Not Placed
8.5,2,3,2,90,4.2,Yes,No,73,83,Placed
8.2,2,3,2,75,3.9,Yes,Yes,78,69,Not Placed
7.4,1,2,1,78,4.4,No,Yes,81,68,Not Placed
7.5,1,2,2,82,4.8,Yes,Yes,74,86,Not Placed
6.6,1,2,1,80,4.1,Yes,Yes,58,64,Not Placed
8.4,2,3,2,90,4.8,Yes,Yes,87,80,Placed
8.4,2,3,2,90,4.5,Yes,Yes,73,82,Placed
7.2,0,2,0,82,3.9,Yes,No,69,64,Placed
8.1,2,3,2,87,4.8,Yes,Yes,78,80,Not Placed
8.6,1,2,1,83,4.6,No,Yes,62,81,Not Placed
8.3,2,3,2,90,4.8,Yes,Yes,76,80,Placed
7.6,0,3,0,78,4.5,Yes,Yes,72,84,Not Placed
7.9,1,1,1,69,3.9,No,No,62,60,Not Placed
8.3,0,3,1,90,4.6,Yes,Yes,87,88,Placed
7.6,1,1,0,69,4.5,No,No,57,62,Not Placed
6.5,0,1,0,65,4.1,Yes,No,55,67,Not Placed
6.5,0,2,1,69,3.8,No,No,63,62,Not Placed
8.2,2,3,0,90,4.8,Yes,Yes,78,78,Placed
8.3,1,1,1,77,3.4,No,No,58,63,Not Placed
8.0,2,3,2,90,4.6,Yes,Yes,81,88,Placed
8.3,1,3,2,77,4.5,Yes,Yes,79,74,Placed
7.5,1,3,2,68,3.6,Yes,Yes,78,69,Placed
8.3,1,3,0,82,4.1,No,Yes,76,70,Not Placed
7.6,1,1,0,76,4.6,No,Yes,59,62,Not Placed
7.7,1,1,0,76,3.8,No,Yes,75,58,Not Placed
8.8,2,3,2,90,4.8,Yes,Yes,70,79,Placed
7.6,0,1,0,68,4.0,No,Yes,56,70,Not Placed
6.5,1,2,1,68,3.7,No,Yes,55,66,Not Placed
7.5,1,2,1,78,3.8,No,Yes,65,71,Not Placed
7.8,2,3,0,90,4.8,Yes,Yes,78,83,Placed
7.6,1,3,1,86,4.6,Yes,Yes,79,82,Not Placed
7.5,1,1,1,74,4.6,No,Yes,57,69,Not Placed
6.5,1,3,1,76,4.8,No,Yes,65,65,Not Placed
7.6,1,1,0,67,3.8,No,No,62,60,Not Placed
8.5,2,3,2,90,4.7,Yes,Yes,78,84,Placed
7.8,2,1,0,88,4.0,No,Yes,55,69,Not Placed
8.0,1,2,0,85,4.3,No,Yes,59,72,Not Placed
8.0,1,2,0,76,4.4,Yes,Yes,61,70,Placed
8.2,2,3,3,81,4.8,Yes,Yes,82,80,Placed
7.5,1,2,1,77,3.7,No,Yes,55,70,Not Placed
7.8,1,1,1,73,4.0,No,No,58,61,Not Placed
6.6,0,2,0,64,3.8,No,Yes,55,70,Not Placed
8.2,1,3,2,90,4.6,Yes,Yes,75,82,Placed
8.4,1,3,2,89,4.2,No,No,56,63,Not Placed
8.3,0,3,2,87,4.7,Yes,Yes,77,83,Placed
6.9,1,3,1,86,4.5,Yes,Yes,77,84,Placed
7.6,1,2,0,73,3.8,No,Yes,76,64,Not Placed
6.5,1,2,0,74,4.0,No,Yes,80,64,Placed
8.3,1,2,0,70,4.8,Yes,Yes,83,82,Placed
7.9,2,3,2,88,4.7,Yes,No,81,80,Placed
7.7,1,1,1,80,4.1,Yes,No,55,69,Not Placed
8.5,2,3,3,79,4.1,Yes,Yes,69,86,Not Placed
6.7,1,3,0,73,4.5,Yes,Yes,70,73,Placed
8.5,1,3,3,70,3.8,Yes,Yes,72,85,Placed
7.1,1,1,0,79,4.3,Yes,Yes,69,69,Placed
8.2,1,3,2,90,4.4,Yes,Yes,79,85,Not Placed
7.9,2,3,2,79,4.1,No,Yes,76,87,Not Placed
7.4,1,2,1,79,4.4,Yes,Yes,55,62,Placed
7.3,1,2,1,68,4.6,Yes,No,75,83,Not Placed
7.6,1,1,0,70,4.5,No,No,69,74,Not Placed
8.4,0,2,0,69,4.0,Yes,Yes,55,72,Placed
8.2,1,3,2,85,4.6,Yes,Yes,76,85,Not Placed
6.6,2,3,0,75,3.9,Yes,Yes,55,81,Not Placed
6.8,1,1,0,67,4.1,Yes,No,61,71,Not Placed
7.7,1,1,0,80,4.2,Yes,Yes,79,84,Placed
8.3,2,3,2,77,4.0,Yes,Yes,55,70,Not Placed
8.4,2,1,0,84,4.4,Yes,Yes,83,58,Not Placed
7.9,0,3,2,89,4.5,No,Yes,79,80,Not Placed
8.3,2,3,2,90,4.8,Yes,Yes,81,81,Placed
7.1,1,2,2,81,4.8,Yes,Yes,70,84,Not Placed
6.8,1,2,0,81,4.2,Yes,Yes,72,84,Not Placed
6.6,1,1,0,86,4.4,Yes,Yes,68,69,Placed
7.9,1,1,1,70,3.4,No,No,62,71,Not Placed
7.4,1,1,1,82,3.7,No,No,56,75,Not Placed
8.2,0,3,2,75,4.6,Yes,Yes,85,62,Placed
8.0,2,3,2,90,4.3,No,Yes,67,86,Placed
8.8,2,2,2,89,4.8,Yes,Yes,86,85,Not Placed
6.5,1,2,0,80,3.8,No,Yes,55,60,Not Placed
6.6,0,1,0,78,4.8,No,No,62,72,Not Placed
8.5,0,3,2,90,4.7,Yes,No,84,60,Placed
6.8,1,2,0,73,4.3,No,Yes,79,62,Placed
7.7,1,2,0,77,4.2,Yes,Yes,55,69,Placed
7.5,1,3,1,74,4.7,Yes,Yes,78,68,Placed
7.8,1,1,0,79,3.8,Yes,Yes,58,61,Not Placed
7.9,2,3,2,90,4.7,Yes,Yes,77,84,Placed
8.7,2,3,0,72,4.3,No,Yes,64,66,Placed
8.5,1,1,0,73,4.0,No,Yes,61,63,Not Placed
8.0,1,2,0,90,4.7,Yes,Yes,73,80,Placed
8.0,2,1,0,90,4.3,No,Yes,71,83,Not Placed
7.8,1,1,0,68,4.3,Yes,Yes,56,72,Not Placed
6.5,1,2,0,79,4.5,No,Yes,55,67,Not Placed
7.8,1,1,2,82,4.2,Yes,Yes,55,86,Not Placed
6.5,1,2,1,74,4.6,Yes,Yes,62,72,Not Placed
7.9,1,2,1,77,4.4,Yes,No,83,64,Not Placed
6.9,2,1,2,89,4.7,Yes,Yes,78,81,Placed
7.9,2,3,2,90,4.8,Yes,Yes,86,79,Placed
6.5,1,2,0,76,4.1,Yes,Yes,81,83,Placed
7.6,1,1,0,84,4.5,No,Yes,63,81,Placed
7.8,1,2,0,72,4.4,Yes,Yes,55,69,Not Placed
6.7,0,1,1,81,4.1,No,Yes,81,64,Not Placed
6.5,1,2,0,70,3.9,No,Yes,63,63,Not Placed
8.5,2,3,2,90,4.6,Yes,Yes,79,81,Placed
8.1,1,2,1,76,3.7,No,Yes,69,82,Not Placed
7.7,0,1,0,67,3.8,No,Yes,57,66,Not Placed
7.7,0,1,0,81,4.4,Yes,Yes,76,68,Not Placed
7.8,1,3,2,84,4.6,Yes,Yes,66,84,Placed
8.3,1,1,1,75,3.9,Yes,Yes,55,73,Placed
8.5,1,3,2,90,4.7,Yes,Yes,75,86,Placed
8.1,0,1,1,70,3.7,No,Yes,57,69,Not Placed
6.6,1,3,0,71,4.2,No,No,55,66,Not Placed
7.4,0,1,1,61,3.8,No,No,62,64,Not Placed
8.1,1,3,2,69,4.6,Yes,Yes,55,80,Not Placed
8.4,2,3,2,90,4.8,Yes,Yes,85,82,Placed
7.0,1,1,1,69,4.0,Yes,Yes,76,65,Not Placed
6.8,1,2,1,73,4.3,Yes,No,86,71,Not Placed
7.7,0,2,1,81,4.6,Yes,Yes,59,72,Not Placed
8.7,2,3,2,90,4.3,Yes,Yes,84,86,Placed
8.2,1,1,1,69,4.2,No,No,58,62,Not Placed
8.1,0,1,0,88,4.3,No,No,55,61,Not Placed
8.4,1,3,0,74,4.6,No,Yes,70,69,Not Placed
8.2,1,3,2,79,4.8,Yes,Yes,71,82,Placed
7.6,2,3,1,74,4.2,Yes,Yes,81,63,Not Placed
8.9,1,3,1,74,4.5,Yes,Yes,62,81,Placed
7.7,1,2,0,80,4.1,Yes,Yes,73,62,Not Placed
7.4,1,1,0,71,3.9,No,Yes,55,59,Not Placed
8.2,2,3,2,90,4.5,Yes,Yes,74,81,Placed
8.0,2,2,2,86,4.5,Yes,Yes,76,85,Placed
8.3,0,3,2,90,4.3,Yes,Yes,63,88,Placed
7.5,0,3,0,88,4.0,No,Yes,71,86,Not Placed
8.7,2,2,2,90,4.7,Yes,Yes,76,85,Placed
8.1,0,2,0,78,4.0,No,No,58,68,Not Placed
8.2,2,3,2,90,4.8,Yes,Yes,85,80,Placed
8.5,2,3,2,90,4.8,Yes,Yes,90,83,Placed
8.0,1,3,2,79,4.8,Yes,Yes,83,85,Placed
7.2,1,1,1,72,4.0,No,Yes,55,69,Placed
7.2,1,3,0,77,4.6,No,Yes,75,75,Not Placed
7.1,2,3,0,75,3.5,Yes,No,69,69,Not Placed
8.0,2,3,2,89,4.8,Yes,Yes,86,81,Placed
8.4,2,3,1,87,4.7,Yes,Yes,80,82,Placed
8.0,2,3,2,90,4.8,Yes,Yes,82,81,Placed
8.1,2,3,2,84,4.6,Yes,Yes,83,88,Placed
6.5,1,1,0,61,3.6,No,Yes,63,65,Not Placed
8.3,0,2,2,77,3.8,Yes,Yes,55,74,Not Placed
8.1,2,3,2,90,4.7,Yes,Yes,77,84,Placed
7.8,0,2,0,74,4.3,No,No,56,64,Not Placed
7.4,2,1,2,70,4.3,No,Yes,76,67,Not Placed
7.9,1,1,1,79,4.0,No,No,55,61,Not Placed
6.7,2,2,0,65,4.7,No,No,66,62,Not Placed
7.2,1,1,0,84,4.3,No,Yes,63,67,Not Placed
8.3,2,1,1,81,4.0,Yes,Yes,55,70,Placed
8.1,1,2,1,80,4.4,Yes,Yes,76,85,Placed
7.5,1,3,0,80,4.3,Yes,Yes,73,73,Not Placed
8.2,2,1,2,81,4.0,Yes,Yes,83,86,Not Placed
8.3,1,2,1,85,4.8,Yes,Yes,67,82,Placed
7.6,1,1,0,79,4.0,No,Yes,62,69,Not Placed
7.5,1,1,1,70,4.6,No,Yes,55,65,Not Placed
8.7,1,3,0,90,4.2,Yes,Yes,71,68,Placed
7.6,0,2,0,84,4.2,No,No,74,69,Not Placed
7.6,1,1,0,88,4.2,Yes,Yes,55,57,Placed
7.6,0,1,1,76,4.5,No,No,65,68,Not Placed
8.3,2,2,0,81,4.0,Yes,No,75,82,Placed
7.6,0,2,1,60,4.3,No,Yes,55,60,Not Placed
8.0,2,3,1,87,4.7,Yes,Yes,87,86,Placed
8.4,1,3,1,84,4.5,Yes,Yes,75,88,Placed
8.4,2,3,2,83,4.8,Yes,No,79,82,Not Placed
7.5,2,1,0,71,3.4,Yes,No,84,65,Not Placed
6.5,1,1,0,81,3.9,No,Yes,55,70,Not Placed
7.6,1,2,1,79,4.2,No,Yes,73,85,Placed
7.6,1,2,0,74,4.6,No,Yes,59,60,Not Placed
8.0,1,3,0,81,4.3,Yes,Yes,72,71,Not Placed
7.6,0,2,0,79,4.0,Yes,Yes,55,70,Not Placed
8.6,1,3,2,90,4.8,Yes,Yes,74,87,Placed
7.2,1,2,2,76,3.6,No,No,60,75,Not Placed
7.6,1,3,2,72,4.2,No,No,55,60,Not Placed
7.5,1,3,1,89,4.8,Yes,Yes,80,86,Not Placed
7.6,0,2,1,85,4.6,No,Yes,72,64,Placed
7.0,1,3,0,90,4.2,No,Yes,72,84,Placed
8.0,1,3,3,90,4.7,Yes,Yes,68,85,Placed
7.4,1,1,0,70,4.0,No,Yes,55,67,Not Placed
8.1,2,3,0,90,4.4,No,Yes,78,86,Placed
8.1,1,1,0,79,4.4,Yes,Yes,73,88,Not Placed
7.4,0,1,1,67,4.5,Yes,No,55,68,Not Placed
6.8,1,2,0,69,3.7,No,Yes,57,71,Not Placed
6.9,1,3,0,77,4.8,Yes,Yes,80,80,Placed
8.2,1,3,2,87,4.8,Yes,No,90,85,Placed
8.0,1,2,2,82,4.7,Yes,Yes,75,73,Placed
7.7,1,1,1,67,3.9,No,No,55,66,Not Placed
8.5,1,3,0,76,3.9,Yes,Yes,64,61,Not Placed
8.1,2,3,1,74,4.0,Yes,No,61,82,Not Placed
8.1,2,3,0,75,3.5,Yes,Yes,70,64,Not Placed
6.7,0,3,0,77,4.6,No,No,55,64,Not Placed
8.4,1,2,1,84,4.3,Yes,Yes,72,67,Not Placed
8.2,1,0,2,90,4.7,Yes,Yes,73,88,Placed
7.5,1,2,0,72,4.4,No,Yes,77,69,Placed
7.4,1,3,2,74,4.6,Yes,Yes,82,66,Not Placed
8.4,0,2,2,80,4.1,Yes,Yes,75,63,Placed
8.2,1,2,2,89,4.3,Yes,No,79,80,Placed
6.5,0,1,1,70,4.2,No,Yes,55,63,Not Placed
7.5,2,1,0,70,4.6,Yes,No,73,79,Not Placed
8.4,2,1,1,78,3.9,Yes,Yes,57,62,Not Placed
7.6,1,2,2,87,3.9,No,No,55,82,Placed
8.9,2,3,2,90,4.7,Yes,Yes,81,87,Placed
6.6,1,1,0,77,3.9,No,No,55,70,Not Placed
8.7,2,3,2,90,4.8,Yes,Yes,83,85,Placed
8.7,1,3,2,89,4.7,Yes,Yes,79,81,Placed
8.5,2,3,2,90,4.8,Yes,Yes,72,85,Placed
8.5,2,3,2,88,4.4,Yes,Yes,88,85,Placed
7.4,1,3,1,71,4.1,No,Yes,87,64,Placed
7.5,1,1,0,75,4.4,No,No,68,69,Not Placed
7.8,1,1,0,77,3.8,No,No,55,57,Not Placed
8.6,1,2,2,82,4.3,Yes,Yes,82,83,Placed
7.7,1,2,2,90,4.7,Yes,Yes,58,85,Placed
8.3,2,3,0,90,4.8,Yes,Yes,87,79,Placed
7.4,1,1,1,64,3.9,No,No,63,61,Not Placed
7.8,1,2,0,83,4.7,No,Yes,55,85,Not Placed
8.5,0,2,0,90,4.4,Yes,Yes,79,61,Placed
7.5,1,2,1,76,4.4,No,Yes,70,75,Not Placed
8.3,0,3,0,86,4.5,Yes,Yes,69,78,Placed
6.7,1,2,1,80,4.5,No,Yes,59,62,Not Placed
7.7,1,3,2,81,4.8,No,Yes,55,73,Not Placed
7.5,1,1,3,74,4.6,Yes,Yes,80,65,Placed
6.6,1,3,0,87,4.7,Yes,Yes,83,84,Placed
6.6,1,3,2,79,4.5,Yes,Yes,60,71,Placed
8.2,2,3,0,85,4.7,Yes,Yes,72,87,Placed
7.8,1,1,0,85,4.0,Yes,Yes,59,75,Not Placed
8.0,1,1,1,79,4.6,Yes,No,66,67,Not Placed
6.5,1,1,0,64,4.1,No,No,63,68,Not Placed
7.7,1,3,0,74,4.7,No,Yes,73,67,Placed
8.6,2,3,1,90,4.3,Yes,Yes,71,82,Placed
6.5,1,1,0,65,4.3,No,No,61,70,Not Placed
6.9,1,1,0,67,3.8,No,No,70,60,Not Placed
6.5,1,2,1,79,3.9,No,Yes,57,71,Not Placed
6.5,1,3,1,79,3.5,No,Yes,75,72,Not Placed
6.5,1,3,1,78,3.2,No,No,79,76,Not Placed
8.4,1,3,2,75,4.5,Yes,Yes,79,62,Not Placed
8.5,2,3,2,84,4.7,Yes,Yes,87,80,Placed
7.2,1,3,0,68,4.4,No,No,84,82,Not Placed
7.6,1,1,0,81,3.3,Yes,Yes,57,65,Not Placed
7.0,1,2,2,82,3.9,No,No,62,64,Not Placed
8.1,1,2,1,68,4.8,Yes,Yes,76,74,Placed
7.5,2,2,1,63,4.0,Yes,Yes,55,68,Not Placed
8.6,0,2,1,79,3.8,Yes,Yes,69,86,Placed
7.3,1,3,1,79,3.3,No,Yes,72,69,Not Placed
8.9,1,2,1,76,4.8,Yes,Yes,76,81,Placed
8.1,1,1,1,86,4.5,No,Yes,73,69,Not Placed
7.6,0,1,0,70,4.6,No,Yes,77,64,Placed
7.6,1,2,0,86,4.7,No,Yes,55,87,Not Placed
7.3,1,1,0,75,3.9,No,No,55,61,Not Placed
6.5,1,1,0,68,4.3,Yes,No,60,66,Not Placed
8.4,0,1,3,83,4.3,Yes,Yes,71,74,Not Placed
8.1,2,3,2,90,4.8,Yes,Yes,79,87,Placed
7.8,1,2,0,72,3.6,Yes,Yes,60,64,Not Placed
8.3,1,3,0,84,4.4,Yes,Yes,82,80,Placed
6.7,1,1,1,67,4.0,No,Yes,55,69,Not Placed
8.0,0,1,0,81,4.5,No,No,75,82,Not Placed
7.1,1,2,0,87,4.2,Yes,Yes,69,72,Placed
8.5,1,2,1,75,4.7,Yes,No,72,65,Not Placed
6.6,1,1,0,90,3.9,No,Yes,55,66,Not Placed
7.4,0,1,0,76,3.7,No,Yes,62,68,Not Placed
7.4,1,2,0,85,4.6,No,Yes,60,68,Placed
7.8,1,1,0,66,4.1,No,Yes,61,82,Not Placed
8.5,2,3,2,90,4.8,Yes,Yes,80,82,Placed
6.5,1,2,0,71,4.3,No,No,59,72,Not Placed
8.1,0,3,1,90,4.7,Yes,Yes,81,86,Not Placed
8.6,0,3,0,90,4.0,Yes,No,75,85,Not Placed
8.4,2,1,0,86,4.6,Yes,Yes,57,82,Not Placed
7.5,1,1,0,72,4.3,No,Yes,71,69,Not Placed
8.1,0,3,0,90,4.5,Yes,No,78,85,Placed
7.6,0,1,0,86,4.2,No,Yes,55,70,Not Placed
7.8,0,1,1,71,3.9,No,No,55,74,Not Placed
7.4,0,1,0,62,3.9,No,No,55,61,Not Placed
8.3,0,1,1,77,4.7,Yes,Yes,79,82,Placed
6.5,0,1,0,68,4.5,No,No,66,74,Not Placed
7.9,1,1,1,73,4.3,No,No,55,82,Not Placed
8.1,1,2,0,68,4.7,No,Yes,67,87,Placed
7.1,1,1,1,66,4.2,No,No,55,65,Not Placed
7.6,1,2,0,73,4.2,Yes,Yes,58,72,Not Placed
6.5,1,2,0,71,4.4,No,No,55,61,Not Placed
7.2,1,1,1,69,3.7,No,No,65,70,Not Placed
6.7,0,1,0,78,3.8,No,Yes,61,62,Not Placed
7.0,0,1,1,66,3.8,No,No,55,65,Not Placed
6.5,2,1,2,80,4.6,Yes,No,57,66,Placed
7.5,0,1,0,60,3.5,No,No,55,63,Not Placed
7.6,1,1,0,65,4.1,Yes,No,55,65,Not Placed
6.7,1,1,2,69,3.5,No,No,77,58,Not Placed
6.7,0,1,0,82,3.8,No,No,67,63,Not Placed
8.4,2,2,2,71,3.4,No,Yes,59,81,Not Placed
8.5,1,3,2,89,4.8,Yes,Yes,81,86,Placed
8.8,2,2,2,77,3.9,Yes,No,87,81,Not Placed
8.2,1,2,0,69,3.9,Yes,Yes,68,63,Not Placed
6.7,0,3,1,67,4.2,Yes,No,63,63,Not Placed
8.0,1,1,0,81,4.4,Yes,Yes,70,71,Not Placed
7.3,1,2,1,86,3.4,No,Yes,63,74,Not Placed
8.2,2,3,3,90,4.2,Yes,Yes,78,77,Not Placed
8.1,2,3,0,74,4.3,Yes,Yes,82,84,Not Placed
7.6,1,2,0,78,3.8,No,No,71,64,Not Placed
6.8,1,1,1,67,4.1,No,No,59,66,Not Placed
8.2,0,1,2,77,4.3,No,No,68,68,Not Placed
7.5,1,1,1,68,4.3,No,No,61,67,Not Placed
8.5,1,3,2,89,4.8,Yes,Yes,82,83,Placed
8.1,2,3,0,88,4.6,Yes,Yes,78,67,Placed
6.7,1,2,0,71,4.3,No,No,57,80,Not Placed
8.8,0,1,0,84,4.5,No,Yes,58,69,Placed
8.3,2,3,2,90,4.5,Yes,Yes,82,85,Placed
7.9,1,3,1,77,4.3,Yes,Yes,84,85,Placed
8.0,0,1,0,75,3.6,No,Yes,67,84,Not Placed
7.8,2,2,2,89,4.7,Yes,Yes,82,80,Placed
7.8,2,3,2,90,4.8,Yes,Yes,77,86,Placed
7.4,1,1,0,63,3.8,No,Yes,62,70,Not Placed
8.2,1,1,2,86,3.4,No,Yes,80,71,Not Placed
6.5,2,2,1,76,3.9,Yes,Yes,60,68,Not Placed
7.7,1,3,2,83,4.7,Yes,Yes,83,86,Not Placed
8.3,2,3,2,90,4.8,Yes,Yes,73,87,Placed
7.5,1,2,1,64,4.2,No,Yes,70,64,Not Placed
7.8,2,3,1,85,4.8,Yes,Yes,79,83,Placed
7.7,0,1,1,74,4.0,No,Yes,62,65,Not Placed
8.2,2,3,2,85,4.8,Yes,Yes,85,81,Placed
7.4,1,1,2,81,4.6,Yes,Yes,68,85,Placed
8.4,1,3,0,81,4.7,No,Yes,55,87,Not Placed
8.2,2,3,2,90,4.8,Yes,Yes,73,78,Placed
7.8,1,2,1,70,4.3,Yes,Yes,59,71,Placed
7.6,1,1,0,78,4.2,No,No,55,62,Not Placed
7.5,1,2,0,76,4.7,No,Yes,59,73,Not Placed
7.5,1,2,1,79,4.5,No,Yes,61,70,Not Placed
7.6,1,3,1,90,4.5,Yes,Yes,70,80,Not Placed
7.4,1,2,0,74,4.1,Yes,Yes,66,68,Not Placed
8.3,1,1,2,79,3.7,Yes,Yes,82,76,Placed
7.6,1,1,0,81,4.0,No,No,55,70,Not Placed
8.0,0,3,2,82,4.8,Yes,No,73,82,Placed
8.3,1,3,2,90,4.8,Yes,Yes,83,88,Placed
7.7,1,1,0,63,3.9,No,No,65,68,Placed
7.5,1,1,1,69,3.4,No,Yes,59,71,Not Placed
7.4,0,1,0,72,4.5,No,Yes,55,75,Not Placed
8.4,0,1,0,76,4.2,Yes,Yes,55,85,Placed
7.0,1,1,1,63,3.7,Yes,Yes,55,73,Not Placed
8.3,2,3,2,90,4.8,Yes,Yes,78,83,Placed
7.5,1,1,1,76,3.9,No,Yes,77,67,Not Placed
7.7,1,3,2,86,4.4,Yes,Yes,83,67,Placed
8.3,2,3,2,90,4.7,No,Yes,71,73,Placed
7.5,1,1,1,77,4.1,Yes,No,77,67,Not Placed
7.6,2,1,3,67,3.7,No,Yes,55,68,Not Placed
8.1,1,3,2,90,4.3,Yes,Yes,73,86,Placed
7.9,1,3,1,80,4.8,Yes,No,79,87,Placed
8.4,1,1,2,78,4.1,No,Yes,73,79,Not Placed
8.0,1,3,0,87,4.3,Yes,Yes,81,77,Placed
7.5,1,2,0,78,4.4,Yes,Yes,67,62,Placed
7.7,0,2,0,70,4.0,No,Yes,55,66,Not Placed
7.6,1,1,0,71,3.9,Yes,Yes,55,78,Placed
7.6,1,1,0,66,4.1,No,No,67,73,Not Placed
6.5,0,2,0,70,4.4,Yes,Yes,55,71,Not Placed
8.4,0,3,2,90,4.6,Yes,Yes,66,84,Not Placed
7.8,0,1,1,77,4.3,No,No,60,68,Placed
8.4,0,3,2,78,4.8,No,Yes,85,65,Placed
8.5,2,3,2,90,4.8,Yes,Yes,82,70,Placed
8.0,0,3,3,72,4.5,Yes,Yes,71,81,Placed
7.5,1,1,0,81,3.8,Yes,Yes,56,58,Not Placed
7.0,1,2,2,90,4.5,Yes,Yes,55,82,Placed
7.6,0,1,1,69,4.5,No,No,55,71,Placed
7.6,1,1,0,60,4.2,No,Yes,73,65,Not Placed
7.4,1,3,0,87,4.8,Yes,Yes,72,85,Placed
7.9,1,1,0,83,4.8,Yes,Yes,89,85,Placed
8.3,2,3,0,84,3.9,Yes,Yes,55,86,Placed
6.7,0,3,0,70,4.7,Yes,No,89,67,Not Placed
7.2,1,3,2,87,4.8,Yes,Yes,81,88,Placed
8.2,2,3,2,86,4.5,Yes,Yes,87,63,Placed
7.7,1,1,1,70,4.1,No,No,57,71,Not Placed
7.5,0,1,0,81,4.4,No,No,66,67,Not Placed
8.2,1,3,1,80,4.8,Yes,Yes,72,82,Placed
8.2,1,2,0,87,4.2,Yes,Yes,81,80,Not Placed
7.5,1,1,0,71,3.7,Yes,Yes,69,84,Not Placed
6.8,1,2,1,71,3.7,No,Yes,56,62,Not Placed
6.5,0,1,1,66,3.6,No,No,55,70,Not Placed
7.5,1,1,1,82,4.6,No,Yes,55,65,Not Placed
8.5,2,3,2,90,4.6,Yes,Yes,74,85,Placed
7.5,1,1,1,80,4.1,No,Yes,55,65,Not Placed
